CASENO,COMPANY,FUNCTIONAL_GROUP,FUNCTION,FUNCTIONAL_AREA,FUNCTIONAL_LOCATION,FUNCTIONAL_SUB_LOCATION,LOCATION_SID,LOCATION_SHORT,COUNTRY_SHORT,SL_COUNTRY,SL_LOCATION_LVL_1,SL_LOCATION_LVL_2,SL_LOCATION_LVL_3,SL_LOCATION_LVL_4,CASE_OCCURENCE_DATE,TITLE,COMPANY_INVOLVED_TYPE,CASE_TYPE,CASE_SEVERITY,CASE_DESCRIPTION,STATUS,HAZARD,IMM_ACTION_TAKEN_RECOM,FULL_INVESTIGATION_DONE,CREATED_DATE,MODIFIED_DATE,APPROVED_WITHIN_DEADLINE,CASE_CLOSED_DATE,CASES_NO_OF_REGISTRATIONS,VALID_FROM,VALID_TO,POTENTIAL_SEV_LEVEL,RISK_AREA,LEARNINGS_ACTUAL_SEVERITY,LEARNINGS_POTENTIAL_RISK,title_length,description_length,combined_text_length,title_word_count,description_word_count,combined_word_count,binary_label,text_features
53142,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy S&B (75000928),Ratcliffe (75001389),Decommission (75001567),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,18/02/2025,Hydrated lime screw conveyor works at FGD,Uniper employee,Safety,Near Hits,"The working party was unblocking the screw conveyor on the hydrated lime system. On inspection the powder was being transferred to a small skip however the wind was spreading the powder around the adjacent area. The work party was asked to stop work until a solution could be found and documentation reviewed. 

The working party was not wearing the correct PPE as outlined in the work pack and COSHH assessment. A full investigation is required is to be undertaken to understand why the task was being completed differently to the scope in the method statement and why the correct PPE was not being worn to protect the individuales.",Approved,Hazardous substance biological (Eg. naturally occurring respiratory and skin sensitisers / irritants / poisons),Working party was asked to stand down immediately.,Investigated,18/02/2025,1762214400000.0,No,,1.0,09/05/2025 10:06,09/05/2025 12:06,Very low,Low Risk,Not Applicable,Low,41,633,674,7,108,115,0,"Hydrated lime screw conveyor works at FGD. The working party was unblocking the screw conveyor on the hydrated lime system. On inspection the powder was being transferred to a small skip however the wind was spreading the powder around the adjacent area. The work party was asked to stop work until a solution could be found and documentation reviewed. 

The working party was not wearing the correct PPE as outlined in the work pack and COSHH assessment. A full investigation is required is to be undertaken to understand why the task was being completed differently to the scope in the method statement and why the correct PPE was not being worn to protect the individuales."
47827,Uniper Group (70006651) - KAEFER C&D UK,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Connahs Quay UK (75001386),HSSE (75001608),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,Au KW,,13/08/2024,Poor management of unloading activities.,Contractor,Safety,Observations,"Several observations made regarding FLT condition and work method for unloading activities on main site road.
FLT - no pre-use checks (last daily checks carried out 22/7/24), defect on tire, poor visibility (grime on windows), poor housekeeping within cab.
SOW - positioning of vehicles created pinch point and unnecessary blind spots.",Closed,Moving vehicle,FLT withdrawn from use. Working party instructed to change working method to eliminate access risks. Kaefer safety lead informed.,Investigated,13/08/2024,1762128000000.0,No,11/03/2025,1.0,10/06/2025 10:06,12/06/2025 10:05,Low,Low Risk,Not Applicable,Low,40,335,375,5,51,56,0,"Poor management of unloading activities.. Several observations made regarding FLT condition and work method for unloading activities on main site road.
FLT - no pre-use checks (last daily checks carried out 22/7/24), defect on tire, poor visibility (grime on windows), poor housekeeping within cab.
SOW - positioning of vehicles created pinch point and unnecessary blind spots."
50940,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Connahs Quay UK (75001386),Engineering CQ (75001610),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,25/11/2024,PEM120 - Aux Steam Line to D/A Leak,Uniper employee,Process Safety,Observations,"U2 Aux steam line to D/A leak. Leak is located on SRI header tank level, near to CEX UV 034. Lagging is badly corroded, unable to determine extent of corrosion on pipework underneath cladding",Processing,Loss of containment,Exclusion zones to be established in line with GENSIP guidance,Not investigated,25/11/2024,1762128000000.0,No,,1.0,04/06/2025 12:05,12/06/2025 12:05,Medium,Low Risk,Not Applicable,Medium,35,191,226,8,34,42,1,"PEM120 - Aux Steam Line to D/A Leak. U2 Aux steam line to D/A leak. Leak is located on SRI header tank level, near to CEX UV 034. Lagging is badly corroded, unable to determine extent of corrosion on pipework underneath cladding"
52414,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Connahs Quay UK (75001386),HSSE (75001608),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,17/01/2025,Loose bolts on CO2 system flange.,Uniper employee,Process Safety,Observations,"A site services operative was cleaning dust around Unit 2 CO2 skid when he noticed a number of bolts around one of the flanges was loose. A Uniper engineer investigated and tightened bolts, but upon returning to the flange to take additional photos, one of the nuts was still loose.",Processing,Fire / Heat,,Not investigated,29/01/2025,1762128000000.0,No,,1.0,19/05/2025 06:06,20/05/2025 10:06,Very low,Low Risk,Not Applicable,Low,33,282,315,6,50,56,1,"Loose bolts on CO2 system flange.. A site services operative was cleaning dust around Unit 2 CO2 skid when he noticed a number of bolts around one of the flanges was loose. A Uniper engineer investigated and tightened bolts, but upon returning to the flange to take additional photos, one of the nuts was still loose."
52336,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Grain UK (75001395),Production Team (75001616),8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,25/01/2025,Incorrect isolation applied.,Uniper employee,Process Safety,Near Hits,The regulator linked to the actuator that required removal still had air pressure due to the isolation of the incorrect air valve.,Processing,Uncontrolled release of energy,"Work was immediately halted, and all associated personnel were withdrawn from the point of work. All associated maintenance orders were returned to the SAP. An investigation was conducted, the correct isolation was implemented, and a new document was created.

All document collected and sent to the site safety rules officer",Investigated,25/01/2025,1762128000000.0,No,,1.0,11/03/2025 16:04,26/03/2025 10:06,Low,Low Risk,Not Applicable,Low,28,130,158,3,22,25,1,Incorrect isolation applied.. The regulator linked to the actuator that required removal still had air pressure due to the isolation of the incorrect air valve.
46227,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Connahs Quay UK (75001386),Production (75001609),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,12/06/2024,Site communication Personnel  Radios not functioning correctly.,Uniper employee,Safety,Observations,"The station radios are not very reliable at the moment (intermittent communication problems), this appears to have happened since the upgrade of the Radios.",Approved,Communication,"Actions to be created, Email sent out to Production Teams regarding issue.",Investigated,12/06/2024,1762128000000.0,No,,1.0,04/06/2025 12:05,16/06/2025 10:05,Very low,Low Risk,Not Applicable,Low,63,156,219,7,24,31,0,"Site communication Personnel  Radios not functioning correctly.. The station radios are not very reliable at the moment (intermittent communication problems), this appears to have happened since the upgrade of the Radios."
48852,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Grain UK (75001395),Grain Engineering Team (75001617),8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,17/09/2024,GT FO Tank Leak,Uniper employee,Environment,Observations,There is a FO leak on the Number two fuel oil tank outlet pipe work.,Closed,Oil (Inc. contamination of land or water),Oil Pads have been put down to catch the leak.,Investigated,17/09/2024,1762128000000.0,No,11/03/2025,1.0,13/05/2025 16:05,10/06/2025 16:05,Very low,Low Risk,Not Applicable,Low,15,68,83,4,15,19,0,GT FO Tank Leak. There is a FO leak on the Number two fuel oil tank outlet pipe work.
51226,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Connahs Quay UK (75001386),Engineering (75001611),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,05/12/2024,MEWP Left in Elevated Position at Security Car Park in vicinity of overhead lines,Uniper employee,Process Safety,Observations,"A MEWP was delivered to site by a supplier to a Contractor Partner. It was due to be delivered early on 4th  December but the supplier eventually delivered the MEWP in the evening, with the agreement that they would leave it by the security gatehouse and leave the keys with security personnel for safekeeping. Unfortunately, the supplier opted to leave the basket in an elevated position, just above the height of the height-restriction gantries on the approach road. The MEWP was lowered by the Contractor when found in this state on the morning of 5th December.",Processing,Electricity,"MEWP lowered to safe position. Recommendation for further actions: correct delivery, parking and storage of items to be communicated with contractors and hire companies.",Investigated,05/12/2024,1762128000000.0,No,,1.0,11/03/2025 12:04,06/05/2025 10:05,Very high,Medium Risk,Not Applicable,Severe,81,564,645,14,96,110,1,"MEWP Left in Elevated Position at Security Car Park in vicinity of overhead lines. A MEWP was delivered to site by a supplier to a Contractor Partner. It was due to be delivered early on 4th  December but the supplier eventually delivered the MEWP in the evening, with the agreement that they would leave it by the security gatehouse and leave the keys with security personnel for safekeeping. Unfortunately, the supplier opted to leave the basket in an elevated position, just above the height of the height-restriction gantries on the approach road. The MEWP was lowered by the Contractor when found in this state on the morning of 5th December."
53762,Uniper Group (70006651) - GE,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Grain UK (75001395),Grain Engineering Team (75001617),8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,07/03/2025,Arc Flash/Fault current risk for excitation equipment,Contractor,Safety,Observations,It is unknown if the excitation equipment can withstand the possible maximum fault current.,Processing,Electricity,,Not investigated,09/03/2025,1762128000000.0,-- Not selected --,,1.0,11/03/2025 14:05,29/04/2025 08:05,Very high,Low Risk,Not Applicable,Severe,53,91,144,7,14,21,0,Arc Flash/Fault current risk for excitation equipment. It is unknown if the excitation equipment can withstand the possible maximum fault current.
51831,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Connahs Quay UK (75001386),HSSE (75001608),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,08/01/2025,Borehole work stopped due to unexpected buried service discovered,Uniper employee,Safety,Observations,"Borehole preparatory works adjacent to the Diesel Generator Building was being executed as per the agreed SSOW. Upon removal of a concrete ""core"", yellow marking tape was observed. Working party continued to scan as per SSOW and discovered a buried service some depth below.",Processing,Electricity,Work halted.,Not investigated,09/01/2025,1762128000000.0,No,,1.0,11/03/2025 12:04,03/04/2025 14:05,Medium,Medium Risk,Not Applicable,Medium,65,274,339,9,44,53,0,"Borehole work stopped due to unexpected buried service discovered. Borehole preparatory works adjacent to the Diesel Generator Building was being executed as per the agreed SSOW. Upon removal of a concrete ""core"", yellow marking tape was observed. Working party continued to scan as per SSOW and discovered a buried service some depth below."
51107,Uniper Group (70006651) - KAEFER AG,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Grain UK (75001395),Grain Engineering Team (75001617),8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,29/11/2024,U61 GT LP Cooling Air MBH30 flange bolts found loose / detached and fell from height when removing insulation,Contractor,Safety,Near Hits,"U61 was taken off load to investigate and repair a 24"" flange leak on GT LP Cooling air. When flange insulation box was removed 4 x 1 1/2"" nuts and fasteners fell approx 4 meters to ground level of GT Enclosure.

Insulation Engineers were working in the area at the time - no one was impacted by the falling objects.",Approved,Loss of integrity,Contractor stopped work and reported to Uniper Engineer,Investigated,01/12/2024,1762128000000.0,No,,1.0,11/03/2025 10:04,22/04/2025 10:05,Low,Low Risk,Not Applicable,Low,109,316,425,19,60,79,0,"U61 GT LP Cooling Air MBH30 flange bolts found loose / detached and fell from height when removing insulation. U61 was taken off load to investigate and repair a 24"" flange leak on GT LP Cooling air. When flange insulation box was removed 4 x 1 1/2"" nuts and fasteners fell approx 4 meters to ground level of GT Enclosure.

Insulation Engineers were working in the area at the time - no one was impacted by the falling objects."
46470,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy GT (75000929),Enfield UK (75001394),,8135,PP ENF,UK,UK,Gas Turbine Fleet,Enfield,Enf.,,19/06/2024,ACC Fans Unguarded,Uniper employee,Process Safety,Observations,Whilst carrying out a site walk i have noticed that the ACC fans have no guards to prevent the ejection of a blade if one were to fail.  There is also no access restrictions to prevent individuals from walking under these fans in operation. I have previous experience of an EFW facility where a blade was lost and the guard contained the blade preventing a falling object.,Closed,Uncontrolled moving object,"Discussed with (Mechanical team leader). 

Recommendations
Exclusion zone underneath ACC
Fitting of mesh guards",Investigated,19/06/2024,1762041600000.0,No,11/02/2025,1.0,02/06/2025 14:05,12/06/2025 12:05,Low,Low Risk,Not Applicable,Low,18,372,390,3,67,70,1,ACC Fans Unguarded. Whilst carrying out a site walk i have noticed that the ACC fans have no guards to prevent the ejection of a blade if one were to fail.  There is also no access restrictions to prevent individuals from walking under these fans in operation. I have previous experience of an EFW facility where a blade was lost and the guard contained the blade preventing a falling object.
51272,Uniper Group (70006651) - Uniper,COO (70017898),Energy Assets (75000907),Flexible Energy S&B (75000928),Ratcliffe (75001389),Ratcliffe UK A (Engineering & Maint) (75001565),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,06/12/2024,Fuel Oil Leak From Disab Tanker,Uniper employee,Environment,Near Hits,"During the removal of fuel oil from OD1 by Biffa, the disab vacuum level gauge failed. This resulted in a significant spill of fuel oil under the disab.",Closed,Oil (Inc. contamination of land or water),"ERSHE notified by Biffa, who promptly contacted the Environment team and Ops. All attended the spill to aid response. 
Spill was contained using spill materials from the incident trailer and nearby spill kits. 
Spill did not enter the drains, spill socks and drain covers placed as a precaution.",Investigated,06/12/2024,1762041600000.0,No,11/02/2025,1.0,11/06/2025 04:05,31/12/2100 00:00,Low,Low Risk,Not Applicable,Low,31,152,183,6,28,34,0,"Fuel Oil Leak From Disab Tanker. During the removal of fuel oil from OD1 by Biffa, the disab vacuum level gauge failed. This resulted in a significant spill of fuel oil under the disab."
